# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-19 18:16:52 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15266110 KENAI R BL SKILAK LK OUTLET NR STERLING AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15266110
#            TS   parameter     Description
#          1491       00065     Gage height, feet
#          1492       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	1491_00065	1491_00065_cd	1492_00060	1492_00060_cd
USGS	15266110	2018-05-11 20:00	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-11 20:15	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-11 20:30	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-11 20:45	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-11 21:00	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 21:15	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-11 21:30	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 21:45	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-11 22:00	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 22:15	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 22:30	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 22:45	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 23:00	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 23:15	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 23:30	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 23:45	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-12 00:00	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-12 00:15	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-12 00:30	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-12 00:45	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-12 01:00	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-12 01:15	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-12 01:30	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-12 01:45	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-12 02:00	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-12 02:15	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-12 02:30	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-12 02:45	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-12 03:00	AKDT	7.05	A	1950	A
USGS	15266110	2018-05-12 03:15	AKDT	7.05	A	1950	A
USGS	15266110	2018-05-12 03:30	AKDT	7.05	A	1950	A
USGS	15266110	2018-05-12 03:45	AKDT	7.05	A	1950	A
USGS	15266110	2018-05-12 04:00	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 04:15	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 04:30	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 04:45	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 05:00	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 05:15	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 05:30	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 05:45	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 06:00	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 06:15	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 06:30	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 06:45	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 07:00	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 07:15	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 07:30	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 07:45	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 08:00	AKDT	7.05	A	1950	A
USGS	15266110	2018-05-12 08:15	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 08:30	AKDT	7.05	A	1950	A
USGS	15266110	2018-05-12 08:45	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 09:00	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 09:15	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 09:30	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-12 09:45	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 10:00	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 10:15	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 10:30	AKDT	7.08	A	1990	A
USGS	15266110	2018-05-12 10:45	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 11:00	AKDT	7.08	A	1990	A
USGS	15266110	2018-05-12 11:15	AKDT	7.08	A	1990	A
USGS	15266110	2018-05-12 11:30	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 11:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 12:00	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-12 12:15	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 12:30	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 12:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 13:00	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-12 13:15	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-12 13:30	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 13:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 14:00	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 14:15	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 14:30	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-12 14:45	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-12 15:00	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-12 15:15	AKDT	7.11	A	2040	A
USGS	15266110	2018-05-12 15:30	AKDT	7.11	A	2040	A
USGS	15266110	2018-05-12 15:45	AKDT	7.11	A	2040	A
USGS	15266110	2018-05-12 16:00	AKDT	7.11	A	2040	A
USGS	15266110	2018-05-12 16:15	AKDT	7.12	A	2060	A
USGS	15266110	2018-05-12 16:30	AKDT	7.11	A	2040	A
USGS	15266110	2018-05-12 16:45	AKDT	7.11	A	2040	A
USGS	15266110	2018-05-12 17:00	AKDT	7.11	A	2040	A
USGS	15266110	2018-05-12 17:15	AKDT	7.11	A	2040	A
USGS	15266110	2018-05-12 17:30	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-12 17:45	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-12 18:00	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 18:15	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 18:30	AKDT	7.08	A	2000	A
USGS	15266110	2018-05-12 18:45	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 19:00	AKDT	7.08	A	2000	A
USGS	15266110	2018-05-12 19:15	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 19:30	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 19:45	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 20:00	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 20:15	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 20:30	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 20:45	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 21:00	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 21:15	AKDT	7.07	A	1980	A
USGS	15266110	2018-05-12 21:30	AKDT	7.08	A	2000	A
USGS	15266110	2018-05-12 21:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 22:00	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 22:15	AKDT	7.08	A	2000	A
USGS	15266110	2018-05-12 22:30	AKDT	7.08	A	2000	A
USGS	15266110	2018-05-12 22:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 23:00	AKDT	7.08	A	2000	A
USGS	15266110	2018-05-12 23:15	AKDT	7.08	A	2000	A
USGS	15266110	2018-05-12 23:30	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-12 23:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 00:00	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 00:15	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 00:30	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 00:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 01:00	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 01:15	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 01:30	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 01:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 02:00	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 02:15	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 02:30	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 02:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 03:00	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 03:15	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 03:30	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-13 03:45	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 04:00	AKDT	7.09	A	2010	A
USGS	15266110	2018-05-13 04:15	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-13 04:30	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-13 04:45	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-13 05:00	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-13 05:15	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-13 05:30	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-13 05:45	AKDT	7.10	A	2030	A
USGS	15266110	2018-05-13 06:00	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 06:15	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 06:30	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 06:45	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 07:00	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 07:15	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 07:30	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 07:45	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 08:00	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 08:15	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 08:30	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 08:45	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 09:00	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 09:15	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 09:30	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 09:45	AKDT	7.11	A	2050	A
USGS	15266110	2018-05-13 10:00	AKDT	7.12	A	2060	A
USGS	15266110	2018-05-13 10:15	AKDT	7.12	A	2060	A
USGS	15266110	2018-05-13 10:30	AKDT	7.12	A	2060	A
USGS	15266110	2018-05-13 10:45	AKDT	7.12	A	2060	A
USGS	15266110	2018-05-13 11:00	AKDT	7.12	A	2060	A
USGS	15266110	2018-05-13 11:15	AKDT	7.12	A	2060	A
USGS	15266110	2018-05-13 11:30	AKDT	7.12	A	2060	A
USGS	15266110	2018-05-13 11:45	AKDT	7.13	A	2080	A
USGS	15266110	2018-05-13 12:00	AKDT	7.13	A	2080	A
USGS	15266110	2018-05-13 12:15	AKDT	7.13	A	2080	A
USGS	15266110	2018-05-13 12:30	AKDT	7.13	A	2080	A
USGS	15266110	2018-05-13 12:45	AKDT	7.13	A	2080	A
USGS	15266110	2018-05-13 13:00	AKDT	7.13	A	2080	A
USGS	15266110	2018-05-13 13:15	AKDT	7.13	A	2080	A
USGS	15266110	2018-05-13 13:30	AKDT	7.13	A	2080	A
USGS	15266110	2018-05-13 13:45	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 14:00	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 14:15	AKDT	7.13	A	2080	A
USGS	15266110	2018-05-13 14:30	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 14:45	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 15:00	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 15:15	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 15:30	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 15:45	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 16:00	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 16:15	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 16:30	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 16:45	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 17:00	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 17:15	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 17:30	AKDT	7.14	A	2100	A
USGS	15266110	2018-05-13 17:45	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 18:00	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 18:15	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 18:30	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 18:45	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 19:00	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 19:15	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 19:30	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 19:45	AKDT	7.15	A	2110	A
USGS	15266110	2018-05-13 20:00	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 20:15	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 20:30	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 20:45	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 21:00	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 21:15	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 21:30	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 21:45	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 22:00	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 22:15	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 22:30	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-13 22:45	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-13 23:00	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-13 23:15	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-13 23:30	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-13 23:45	AKDT	7.16	A	2130	A
USGS	15266110	2018-05-14 00:00	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-14 00:15	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-14 00:30	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-14 00:45	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-14 01:00	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-14 01:15	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-14 01:30	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-14 01:45	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-14 02:00	AKDT	7.18	A	2160	A
USGS	15266110	2018-05-14 02:15	AKDT	7.17	A	2150	A
USGS	15266110	2018-05-14 02:30	AKDT	7.18	A	2160	A
USGS	15266110	2018-05-14 02:45	AKDT	7.18	A	2160	A
USGS	15266110	2018-05-14 03:00	AKDT	7.18	A	2160	A
USGS	15266110	2018-05-14 03:15	AKDT	7.18	A	2160	A
USGS	15266110	2018-05-14 03:30	AKDT	7.18	A	2160	A
USGS	15266110	2018-05-14 03:45	AKDT	7.18	A	2160	A
USGS	15266110	2018-05-14 04:00	AKDT	7.18	A	2160	A
USGS	15266110	2018-05-14 04:15	AKDT	7.19	A	2180	A
USGS	15266110	2018-05-14 04:30	AKDT	7.19	A	2180	A
USGS	15266110	2018-05-14 04:45	AKDT	7.19	A	2180	A
USGS	15266110	2018-05-14 05:00	AKDT	7.19	A	2180	A
USGS	15266110	2018-05-14 05:15	AKDT	7.19	A	2180	A
USGS	15266110	2018-05-14 05:30	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 05:45	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 06:00	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 06:15	AKDT	7.19	A	2180	A
USGS	15266110	2018-05-14 06:30	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 06:45	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 07:00	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 07:15	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 07:30	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 07:45	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 08:00	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 08:15	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 08:30	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 08:45	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 09:00	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 09:15	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 09:30	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 09:45	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 10:00	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 10:15	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 10:30	AKDT	7.21	A	2210	A
USGS	15266110	2018-05-14 10:45	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 11:00	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 11:15	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 11:30	AKDT	7.20	A	2200	A
USGS	15266110	2018-05-14 11:45	AKDT	7.21	A	2210	A
USGS	15266110	2018-05-14 12:00	AKDT	7.21	A	2210	A
USGS	15266110	2018-05-14 12:15	AKDT	7.21	A	2210	A
USGS	15266110	2018-05-14 12:30	AKDT	7.21	A	2210	A
USGS	15266110	2018-05-14 12:45	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 13:00	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 13:15	AKDT	7.21	A	2210	A
USGS	15266110	2018-05-14 13:30	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 13:45	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 14:00	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 14:15	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 14:30	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 14:45	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 15:00	AKDT	7.23	A	2250	A
USGS	15266110	2018-05-14 15:15	AKDT	7.23	A	2250	A
USGS	15266110	2018-05-14 15:30	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 15:45	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 16:00	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 16:15	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 16:30	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 16:45	AKDT	7.22	A	2230	A
USGS	15266110	2018-05-14 17:00	AKDT	7.23	A	2250	A
USGS	15266110	2018-05-14 17:15	AKDT	7.23	A	2250	A
USGS	15266110	2018-05-14 17:30	AKDT	7.24	A	2260	A
USGS	15266110	2018-05-14 17:45	AKDT	7.24	A	2260	A
USGS	15266110	2018-05-14 18:00	AKDT	7.24	A	2260	A
USGS	15266110	2018-05-14 18:15	AKDT	7.24	A	2260	A
USGS	15266110	2018-05-14 18:30	AKDT	7.24	A	2260	A
USGS	15266110	2018-05-14 18:45	AKDT	7.24	A	2260	A
USGS	15266110	2018-05-14 19:00	AKDT	7.24	A	2260	A
USGS	15266110	2018-05-14 19:15	AKDT	7.24	A	2260	A
USGS	15266110	2018-05-14 19:30	AKDT	7.24	A	2270	A
USGS	15266110	2018-05-14 19:45	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 20:00	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 20:15	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 20:30	AKDT	7.24	A	2270	A
USGS	15266110	2018-05-14 20:45	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 21:00	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 21:15	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 21:30	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 21:45	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 22:00	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 22:15	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-14 22:30	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-14 22:45	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-14 23:00	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-14 23:15	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 23:30	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-14 23:45	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-15 00:00	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-15 00:15	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-15 00:30	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-15 00:45	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-15 01:00	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-15 01:15	AKDT	7.25	A	2280	A
USGS	15266110	2018-05-15 01:30	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-15 01:45	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-15 02:00	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-15 02:15	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-15 02:30	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-15 02:45	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-15 03:00	AKDT	7.26	A	2300	A
USGS	15266110	2018-05-15 03:15	AKDT	7.27	A	2320	A
USGS	15266110	2018-05-15 03:30	AKDT	7.27	A	2320	A
USGS	15266110	2018-05-15 03:45	AKDT	7.27	A	2320	A
USGS	15266110	2018-05-15 04:00	AKDT	7.27	A	2320	A
USGS	15266110	2018-05-15 04:15	AKDT	7.27	A	2320	A
USGS	15266110	2018-05-15 04:30	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 04:45	AKDT	7.27	A	2320	A
USGS	15266110	2018-05-15 05:00	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 05:15	AKDT	7.27	A	2320	A
USGS	15266110	2018-05-15 05:30	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 05:45	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 06:00	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 06:15	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 06:30	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 06:45	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 07:00	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 07:15	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 07:30	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 07:45	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 08:00	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 08:15	AKDT	7.28	A	2330	A
USGS	15266110	2018-05-15 08:30	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 08:45	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 09:00	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 09:15	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 09:30	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 09:45	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 10:00	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 10:15	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 10:30	AKDT	7.30	A	2370	A
USGS	15266110	2018-05-15 10:45	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 11:00	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 11:15	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 11:30	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 11:45	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 12:00	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 12:15	AKDT	7.30	A	2370	A
USGS	15266110	2018-05-15 12:30	AKDT	7.29	A	2350	A
USGS	15266110	2018-05-15 12:45	AKDT	7.30	A	2370	A
USGS	15266110	2018-05-15 13:00	AKDT	7.30	A	2370	A
USGS	15266110	2018-05-15 13:15	AKDT	7.31	A	2390	A
USGS	15266110	2018-05-15 13:30	AKDT	7.31	A	2390	A
USGS	15266110	2018-05-15 13:45	AKDT	7.32	A	2400	A
USGS	15266110	2018-05-15 14:00	AKDT	7.32	A	2400	A
USGS	15266110	2018-05-15 14:15	AKDT	7.32	A	2400	A
USGS	15266110	2018-05-15 14:30	AKDT	7.33	A	2420	A
USGS	15266110	2018-05-15 14:45	AKDT	7.34	A	2440	A
USGS	15266110	2018-05-15 15:00	AKDT	7.33	A	2420	A
USGS	15266110	2018-05-15 15:15	AKDT	7.34	A	2440	A
USGS	15266110	2018-05-15 15:30	AKDT	7.33	A	2420	A
USGS	15266110	2018-05-15 15:45	AKDT	7.33	A	2420	A
USGS	15266110	2018-05-15 16:00	AKDT	7.34	A	2440	A
USGS	15266110	2018-05-15 16:15	AKDT	7.34	A	2440	A
USGS	15266110	2018-05-15 16:30	AKDT	7.34	A	2440	A
USGS	15266110	2018-05-15 16:45	AKDT	7.34	A	2440	A
USGS	15266110	2018-05-15 17:00	AKDT	7.35	A	2450	A
USGS	15266110	2018-05-15 17:15	AKDT	7.35	A	2450	A
USGS	15266110	2018-05-15 17:30	AKDT	7.35	A	2450	A
USGS	15266110	2018-05-15 17:45	AKDT	7.36	A	2470	A
USGS	15266110	2018-05-15 18:00	AKDT	7.35	A	2450	A
USGS	15266110	2018-05-15 18:15	AKDT	7.36	A	2470	A
USGS	15266110	2018-05-15 18:30	AKDT	7.36	A	2470	A
USGS	15266110	2018-05-15 18:45	AKDT	7.35	A	2450	A
USGS	15266110	2018-05-15 19:00	AKDT	7.35	A	2450	A
USGS	15266110	2018-05-15 19:15	AKDT	7.35	A	2460	A
USGS	15266110	2018-05-15 19:30	AKDT	7.35	A	2460	A
USGS	15266110	2018-05-15 19:45	AKDT	7.35	A	2460	A
